method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K5,TRR,208,Retro Electro,5,5,0.05,ok,,0.2863051113897204,0.6724137931034483,0.5294117647058824,0.7079162374141533,0.5555555555555556,10.634402818,0.2606837788,0.9822352665,4.7333694744,"[""Melodic Death Metal"", ""Dark Ambient"", ""Granular Synth"", ""Garage Soul"", ""Gabber Hardcore""]","[0.7518444285245692, 0.7485885824091373, 0.7382540035770436, 0.7273152917400512, 0.7196111212037265]","[0.2606837787867266, 0.24424972741968706, 0.1986410839996106, 0.15960872661368847, 0.13681668318028728]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,553,Celtic Folk Sunset,3,3,0.05,ok,,0.048233543387503575,0.9230769230769231,0.875,0.9935915662988564,1.0,0.9670807454,0.4120533997,0.9830630421,2.8932387925,"[""Middle Eastern Sahara"", ""Japanese Enka Andean"", ""Gypsy Jazz Manouche Groove""]","[0.7873644347387633, 0.7766739782468918, 0.7634116040275858]","[0.4120533997048976, 0.33273414975550825, 0.2552124505395941]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,553,Celtic Folk Sunset,5,5,0.05,ok,,0.05311824727976796,0.8717948717948718,0.7916666666666666,0.9922855730598725,1.0,1.0210986603,0.2890978251,0.9775385786,4.6535455744,"[""Middle Eastern Sahara"", ""Japanese Enka Andean"", ""Gypsy Jazz Manouche Groove"", ""Acid Jazz Funk Vibe"", ""Indian Classical Sitar Sahara""]","[0.7873644347387633, 0.7766739782468918, 0.7634116040275858, 0.7577797289774293, 0.7505385056223687]","[0.289097825066825, 0.23344721603721147, 0.17905777366188874, 0.15998355211208523, 0.1384136331219896]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,944,Modern R&B Philly,3,3,0.05,ok,,0.0,1.0,1.0,1.0000000000000002,1.0,0.0,0.3454853028,0.9990739512,2.993972695,"[""Lo-Fi Bedroom Pop Hazy"", ""Contemporary Jazz Vibe"", ""Chicago Soul Philly""]","[0.7910324991625697, 0.7905620282848047, 0.785977597485191]","[0.3454853027846043, 0.3422497335945556, 0.31226496362084]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,944,Modern R&B Philly,5,5,0.05,ok,,0.0321123224224684,0.9743589743589743,0.9583333333333334,0.9967719533429148,1.0,0.6282672355,0.2237979072,0.9965871018,4.9459433489,"[""Lo-Fi Bedroom Pop Hazy"", ""Contemporary Jazz Vibe"", ""Chicago Soul Philly"", ""Americana Alt Frontier"", ""Mathcore Dissonant Venom""]","[0.7910324991625697, 0.7905620282848047, 0.785977597485191, 0.7793344192760189, 0.7787659608681878]","[0.22379790721448642, 0.22170197546993975, 0.2022784899718922, 0.17711191961586992, 0.1751097077278117]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,834,Smooth Jazz Lead Smoky,3,3,0.05,ok,,0.07219422281274414,0.8205128205128205,0.7083333333333334,0.9826824040117662,1.0,1.3858712726,0.6422740557,0.818004563,2.0964587045,"[""Free Jazz Avantgarde Improv"", ""Cool Jazz Groove"", ""Soul Clap Smooth""]","[0.8677296973730761, 0.8080248271854366, 0.7992067700594071]","[0.6422740556879585, 0.19459445730998118, 0.16313148700206034]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,834,Smooth Jazz Lead Smoky,5,5,0.05,ok,,0.06908564359908874,0.8205128205128205,0.7083333333333334,0.9841460635791373,1.0,1.3367069021,0.5187619288,0.8376796126,3.0324636027,"[""Free Jazz Avantgarde Improv"", ""Cool Jazz Groove"", ""Soul Clap Smooth"", ""Motown Soul Motown"", ""Contemporary Jazz Nocturne""]","[0.8677296973730761, 0.8080248271854366, 0.7992067700594071, 0.7869367669215587, 0.7797104877580059]","[0.5187619288256036, 0.15717308696950066, 0.1317605842863011, 0.10308835721913087, 0.08921604269946379]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,340,East Coast Boom Bap,3,3,0.05,ok,,0.112558280618554,0.6923076923076923,0.6470588235294118,0.9784694824834647,1.0,3.0983082118,0.395312201,0.9880760565,2.9246249152,"[""Indie Pop Sparkle"", ""Madchester Baggy"", ""Quirky Indie""]","[0.7180547126093164, 0.7105111877675399, 0.6980074798047653]","[0.39531220101934983, 0.33995230834753354, 0.2647354906331166]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,340,East Coast Boom Bap,5,5,0.05,ok,,0.08490965764711124,0.7948717948717948,0.7647058823529411,0.9886339057633424,1.0,2.329744028,0.2782511935,0.9778381884,4.6693536387,"[""Indie Pop Sparkle"", ""Madchester Baggy"", ""Quirky Indie"", ""Western Swing"", ""Glitchy Percussion""]","[0.7180547126093164, 0.7105111877675399, 0.6980074798047653, 0.6932534571311033, 0.67871284715829]","[0.2782511935220474, 0.23928463451004428, 0.18634124129324262, 0.1694400488184681, 0.12668288185619758]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,560,Celtic Folk Heritage,3,3,0.05,ok,,0.05071155661645685,0.9230769230769231,0.875,0.9911641691702892,1.0,0.8715828766,0.4296480104,0.9815730777,2.8789102287,"[""Celtic Folk Moonrise"", ""Power Pop Sparkle"", ""Celtic Folk Tropical""]","[0.8615382445874193, 0.8423030115140406, 0.8397550426946668]","[0.4296480103541624, 0.2924406182197432, 0.2779113714260944]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,560,Celtic Folk Heritage,5,5,0.05,ok,,0.04858185184405586,0.9487179487179487,0.9166666666666666,0.9919003596800227,1.0,0.8839844194,0.3159062581,0.9650820048,4.4819445191,"[""Celtic Folk Moonrise"", ""Power Pop Sparkle"", ""Celtic Folk Tropical"", ""Celtic Folk Voyage"", ""Chamber Pop Glimmer""]","[0.8615382445874193, 0.8423030115140406, 0.8397550426946668, 0.8223982369245499, 0.8132753790011022]","[0.3159062581142639, 0.2150221092523351, 0.2043392249442784, 0.1444083954180149, 0.12032401227110769]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1038,Britpop Indie,3,3,0.05,ok,,0.2716921135505347,0.5961538461538461,0.5,0.768228280681263,0.5714285714285714,10.5081051482,0.3960441438,0.9726010589,2.8404336338,"[""Modular Hybrid Void"", ""Techno Industrial Synth"", ""Prepared Guitar Glitch""]","[0.7990372666091079, 0.7972400057679665, 0.7700711495241893]","[0.39604414381521813, 0.3820610690681117, 0.2218947871166702]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1038,Britpop Indie,5,5,0.05,ok,,0.25388744600236873,0.5961538461538461,0.5,0.7852761498269903,0.5714285714285714,9.9675433576,0.3061990482,0.943605231,4.2335962479,"[""Modular Hybrid Void"", ""Techno Industrial Synth"", ""Prepared Guitar Glitch"", ""Granular Texture Flux"", ""Acid Jazz Funk Groove""]","[0.7990372666091079, 0.7972400057679665, 0.7700711495241893, 0.7510700079343973, 0.7476390880196082]","[0.30619904815897486, 0.2953881215368722, 0.17155656425578486, 0.11731823517501844, 0.10953803087334975]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,723,Modular Hybrid Drift,3,3,0.05,ok,,0.15851574900718435,0.6410256410256411,0.5357142857142857,0.9686460791184801,1.0,3.5667785273,0.4838966652,0.9356333614,2.6401754813,"[""Prepared Guitar Static"", ""Celtic Folk Sahara"", ""Shoegaze Wall Prism""]","[0.8659230758885119, 0.8473317437364067, 0.8171585990924028]","[0.4838966651819859, 0.3336340518578038, 0.1824692829602102]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,723,Modular Hybrid Drift,5,5,0.05,ok,,0.20727820828352417,0.6153846153846154,0.5,0.9439176812328499,1.0,4.7942465251,0.3668274007,0.9311857568,4.0437408804,"[""Prepared Guitar Static"", ""Celtic Folk Sahara"", ""Shoegaze Wall Prism"", ""Philadelphia Soul Smooth"", ""Country Rock Twang Dusty""]","[0.8659230758885119, 0.8473317437364067, 0.8171585990924028, 0.8157622665119366, 0.8045136636645149]","[0.36682740069567854, 0.25291786621537865, 0.13832443492852978, 0.13451493746120768, 0.10741536069920525]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,298,Bhangra Fusion,3,3,0.05,ok,,0.05620375661168542,0.9487179487179487,0.9411764705882353,0.9923342390023673,1.0,1.1618283377,0.4036585156,0.9847058385,2.9042451064,"[""New Jack Swing"", ""Multicultural Fusion"", ""Fender Rhodes Jazz""]","[0.8375404854373083, 0.8290225725443137, 0.8147535049281927]","[0.40365851561351135, 0.34043050378939754, 0.2559109805970911]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,298,Bhangra Fusion,5,5,0.05,ok,,0.0682498098374448,0.8974358974358975,0.8823529411764706,0.9893285555087977,1.0,1.3303627501,0.2802694434,0.9797653813,4.6895430478,"[""New Jack Swing"", ""Multicultural Fusion"", ""Fender Rhodes Jazz"", ""Island Reggae"", ""Desert Blues""]","[0.8375404854373083, 0.8290225725443137, 0.8147535049281927, 0.8122740382056297, 0.8016014889571316]","[0.28026944343085775, 0.23636877244847923, 0.1776849126811559, 0.16908854181484795, 0.1365883296246592]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,564,Indian Classical Sitar Tropical,3,3,0.05,ok,,0.0541324131362365,0.8974358974358975,0.8333333333333334,0.9908675781651414,1.0,0.9601378683,0.4114149469,0.9879221143,2.9198813043,"[""Nashville Session Sunrise"", ""Lo-Fi Bedroom Pop Charm"", ""Celtic Folk Moonrise""]","[0.8900778383500749, 0.8734597161235607, 0.873192799618795]","[0.4114149468853891, 0.2950780400175307, 0.29350701309708016]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,564,Indian Classical Sitar Tropical,5,5,0.05,ok,,0.05918347768312111,0.8974358974358975,0.875,0.988970814605565,1.0,1.1401537004,0.2902614726,0.9783839118,4.668136099,"[""Nashville Session Sunrise"", ""Lo-Fi Bedroom Pop Charm"", ""Celtic Folk Moonrise"", ""Modular Hybrid Aether"", ""Celtic Folk Voyage""]","[0.8900778383500749, 0.8734597161235607, 0.873192799618795, 0.8606549060495123, 0.8511808263435277]","[0.2902614725661567, 0.20818345824777207, 0.20707506733775957, 0.16114804881124453, 0.13333195303706705]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,308,Chamber Pop,3,3,0.05,ok,,0.0900956109824072,0.8461538461538461,0.8235294117647058,0.9819901084486755,1.0,2.1069845103,0.3840967139,0.9946654451,2.9645597572,"[""Western Swing"", ""Britpop Jangle"", ""Digital Pluck""]","[0.7603422752452409, 0.750534231559273, 0.7480236457786942]","[0.38409671393553124, 0.31568140922706706, 0.30022187683740165]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,308,Chamber Pop,5,5,0.05,ok,,0.08304583090653134,0.8461538461538461,0.8235294117647058,0.9860123905968057,1.0,2.001204754,0.2539187164,0.9912889758,4.8638145582,"[""Western Swing"", ""Britpop Jangle"", ""Digital Pluck"", ""Jittery Synth"", ""Pastoral Folk""]","[0.7603422752452409, 0.750534231559273, 0.7480236457786942, 0.7455306943166784, 0.734057328786511]","[0.2539187164438147, 0.2086907159782822, 0.19847072585916786, 0.18881781025333186, 0.15010203146540343]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,111,Epic Orchestral Rock,3,3,0.05,ok,,0.10437178473802694,0.7435897435897436,0.7058823529411765,0.9768455231032106,1.0,2.7383423695,0.4890592774,0.9410573994,2.6567540096,"[""Gritty Synth"", ""Grime UK"", ""Twee Pop""]","[0.8039825195306975, 0.7817173921091235, 0.7586792950020587]","[0.4890592773591649, 0.31330625269447354, 0.19763446994636158]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,111,Epic Orchestral Rock,5,5,0.05,ok,,0.08368634588665876,0.8461538461538461,0.8235294117647058,0.9831491319421941,1.0,1.9181436481,0.3707820648,0.9322773693,4.0549668398,"[""Gritty Synth"", ""Grime UK"", ""Twee Pop"", ""New Wave Clean"", ""Piano Ballad""]","[0.8039825195306975, 0.7817173921091235, 0.7586792950020587, 0.7564945796509093, 0.7376615322977562]","[0.37078206476629216, 0.23753427172578223, 0.14983729013668698, 0.1434312269911031, 0.09841514638013536]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,501,Spring Reverb Surf,3,3,0.05,ok,,0.2485324971730088,0.5333333333333333,0.45161290322580644,0.863164427390394,0.8888888888888888,5.9420511616,0.60748342,0.8509837364,2.2280943636,"[""Rave Stabs"", ""Sophisti-Pop"", ""Flanger Sweep""]","[0.8294117468173507, 0.7815604746651503, 0.7624606591097723]","[0.6074834199960182, 0.23329399507135376, 0.15922258493262806]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,501,Spring Reverb Surf,5,5,0.05,ok,,0.24301058073543286,0.5777777777777777,0.5161290322580645,0.8680605748460821,0.8888888888888888,5.7205970768,0.4702781505,0.8788918846,3.3958371456,"[""Rave Stabs"", ""Sophisti-Pop"", ""Flanger Sweep"", ""Visual Kei Glam"", ""Delta Blues Raw""]","[0.8294117468173507, 0.7815604746651503, 0.7624606591097723, 0.7581910196248282, 0.7579759435915884]","[0.4702781504785924, 0.18060257269348556, 0.12326081715452862, 0.11317211317009038, 0.112686346503303]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,955,Country Telecaster Dusty,3,3,0.05,ok,,0.1926647696748648,0.7592592592592593,0.6,0.8378726427757061,0.3333333333333333,7.3588370967,0.3652116309,0.9919259654,2.9494707659,"[""Raw Black Metal Rage"", ""Synth Pop Dream"", ""Deathcore Breakdown Rage""]","[0.8314801780272749, 0.8311963853158164, 0.8166809023377524]","[0.36521163086303443, 0.36314461447444357, 0.271643754662522]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,955,Country Telecaster Dusty,5,5,0.05,ok,,0.06592001905686572,0.8205128205128205,0.7083333333333334,0.9842188866408109,1.0,1.2871694594,0.2767486575,0.9613780968,4.463677464,"[""Raw Black Metal Rage"", ""Synth Pop Dream"", ""Deathcore Breakdown Rage"", ""Power Pop Dream"", ""Britpop Shimmer""]","[0.8314801780272749, 0.8311963853158164, 0.8166809023377524, 0.7909250443497317, 0.789383984501618]","[0.27674865746658406, 0.27518232178019825, 0.2058451540395459, 0.12297819299822618, 0.11924567371544564]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,520,Bossa Nova Acoustic Heritage,3,3,0.05,ok,,0.0492168901674134,0.9230769230769231,0.875,0.9916800872260023,1.0,1.0138874594,0.3986899626,0.9831808642,2.8968054248,"[""Latin Jazz Nocturne"", ""Gypsy Jazz Manouche Velvet"", ""Gypsy Jazz Manouche Groove""]","[0.8352856351606488, 0.8291912359329491, 0.8116225576689737]","[0.39868996262978273, 0.3529393023993339, 0.2483707349708833]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,520,Bossa Nova Acoustic Heritage,5,5,0.05,ok,,0.04801019813926,0.8974358974358975,0.8333333333333334,0.9920869513260143,1.0,0.9157983773,0.2855359607,0.9719472405,4.5859623764,"[""Latin Jazz Nocturne"", ""Gypsy Jazz Manouche Velvet"", ""Gypsy Jazz Manouche Groove"", ""Latin Jazz Crescendo"", ""Gypsy Jazz Manouche Vibe""]","[0.8352856351606488, 0.8291912359329491, 0.8116225576689737, 0.8065874100244765, 0.793166528790995]","[0.28553596074913246, 0.2527700023647253, 0.17787951310360273, 0.16083893741427502, 0.12297558636826456]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,896,Neo-Soul Rhythm Philly,3,3,0.05,ok,,0.06798236483761834,0.9230769230769231,0.875,0.9852095030888016,1.0,1.1706286315,0.5324190205,0.923663787,2.5447109753,"[""Indie Pop Jangle Shimmer"", ""Techno Industrial Bass"", ""Americana Alt Rambler""]","[0.819636260694196, 0.7805067064457925, 0.7763801528263945]","[0.5324190204907858, 0.24343250734045688, 0.22414847216875733]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,896,Neo-Soul Rhythm Philly,5,5,0.05,ok,,0.06612871423103914,0.9230769230769231,0.875,0.9861363439617775,1.0,1.1338245038,0.3940118947,0.9340250141,4.0122075065,"[""Indie Pop Jangle Shimmer"", ""Techno Industrial Bass"", ""Americana Alt Rambler"", ""Reggae Skank Sunset"", ""Contemporary Jazz Groove""]","[0.819636260694196, 0.7805067064457925, 0.7763801528263945, 0.76818892198215, 0.759834603031192]","[0.39401189473208625, 0.1801500317704293, 0.16587905544603437, 0.14081321900231672, 0.11914579904913347]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,327,Deep Dub,3,3,0.05,ok,,0.09703483440177994,0.6923076923076923,0.6363636363636364,0.9862705005180644,1.0,2.6431958704,0.692388253,0.7548506231,1.8973367949,"[""Amapiano Log Drum"", ""Nigerian Afrobeat"", ""Bossa Nova Guitar""]","[0.8143805220709242, 0.7432294906355926, 0.7347247766428417]","[0.692388252992853, 0.16685517637079003, 0.1407565706363569]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,327,Deep Dub,5,5,0.05,ok,,0.11334404780451926,0.6410256410256411,0.5757575757575758,0.9806401627520217,1.0,3.1083919425,0.5676092119,0.7901169342,2.6931919916,"[""Amapiano Log Drum"", ""Nigerian Afrobeat"", ""Bossa Nova Guitar"", ""Jazz Organ Trio"", ""Shamanic Drum""]","[0.8143805220709242, 0.7432294906355926, 0.7347247766428417, 0.7327287713047055, 0.7092606867038356]","[0.5676092119464006, 0.1367853003854752, 0.11539006589126101, 0.11087441445347355, 0.06934100732338978]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1017,Chamber Pop Dream,3,3,0.05,ok,,0.21399795127694915,0.6538461538461539,0.5833333333333334,0.823046749937713,0.5714285714285714,8.5019432135,0.4425003995,0.9763385518,2.8458044891,"[""Motown Soul Philly"", ""Reverse Ambient Prism"", ""Shoegaze Wall Echo""]","[0.8243471371125883, 0.8029367544371502, 0.7994852925666671]","[0.44250039947328973, 0.28836692480832277, 0.2691326757183875]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1017,Chamber Pop Dream,5,5,0.05,ok,,0.21793216969197626,0.6346153846153846,0.5833333333333334,0.819196526414691,0.5714285714285714,8.6211233199,0.3248265073,0.9563832409,4.3905887069,"[""Motown Soul Philly"", ""Reverse Ambient Prism"", ""Shoegaze Wall Echo"", ""Prepared Guitar Flux"", ""Lo-Fi Bedroom Pop Shimmer""]","[0.8243471371125883, 0.8029367544371502, 0.7994852925666671, 0.7925589198356291, 0.762306813923523]","[0.3248265072753752, 0.21168166426679647, 0.19756236864721052, 0.1720055718022398, 0.09392388800837806]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1084,Rotary Speaker Fast,3,3,0.05,ok,,0.1926648124652917,0.5777777777777777,0.6666666666666666,0.8158245724443024,0.3333333333333333,6.0375569378,0.3693023646,0.9973942966,2.9826351861,"[""Rotary Speaker"", ""Touch Sensitive Lead"", ""Touch Sensitive Lead Smooth""]","[0.9999999999999999, 0.9921031829665734, 0.9921031829665734]","[0.36930236456298954, 0.31534881771850526, 0.31534881771850526]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1084,Rotary Speaker Fast,5,5,0.05,ok,,0.17578282748234283,0.6222222222222222,0.6666666666666666,0.8492209612617951,0.3333333333333333,5.5460664122,0.2268227825,0.9986457426,4.9776023481,"[""Rotary Speaker"", ""Touch Sensitive Lead"", ""Touch Sensitive Lead Smooth"", ""Tweed Breakup"", ""Vintage Tweed Breakup""]","[0.9999999999999999, 0.9921031829665734, 0.9921031829665734, 0.991901103046104, 0.991901103046104]","[0.2268227824792858, 0.19368491282504188, 0.19368491282504188, 0.1929036959353152, 0.1929036959353152]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,186,Pirate Metal,3,3,0.05,ok,,0.06301104897462315,0.8717948717948718,0.7727272727272727,0.9876131679909192,1.0,1.4507966506,0.5394474771,0.8992432334,2.4586059893,"[""Djent Polyrythm"", ""Cosmic Disco"", ""Balkan Brass""]","[0.8498741087994007, 0.8205083457151578, 0.7893294544302336]","[0.5394474770544668, 0.29983435237688266, 0.16071817056865048]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,186,Pirate Metal,5,5,0.05,ok,,0.07063377254377619,0.8461538461538461,0.7272727272727273,0.9844137970507312,1.0,1.6227127115,0.4239796069,0.8959259773,3.6414379119,"[""Djent Polyrythm"", ""Cosmic Disco"", ""Balkan Brass"", ""Rave Stabs"", ""Sophisti-Pop""]","[0.8498741087994007, 0.8205083457151578, 0.7893294544302336, 0.787671392756691, 0.7733986746260872]","[0.42397960689187475, 0.2356552885325575, 0.126316703064676, 0.12219657716855815, 0.0918518243423336]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,917,Southern Soul Gospel Gospel,3,3,0.05,ok,,0.03173267111956413,0.9743589743589743,0.9583333333333334,0.996769011157886,1.0,0.6287776682,0.4482502334,0.9736391945,2.8291873409,"[""Smooth Jazz Lead Blue"", ""Bossa Nova Acoustic Andean"", ""Afrobeat Guitar Moonrise""]","[0.7105275157322894, 0.6884858421181693, 0.683924790262308]","[0.44825023339159226, 0.28844896163166317, 0.26330080497674474]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,917,Southern Soul Gospel Gospel,5,5,0.05,ok,,0.036737764029158265,0.9743589743589743,0.9583333333333334,0.9956265664938649,1.0,0.75621891,0.3013460033,0.9809669001,4.684880527,"[""Smooth Jazz Lead Blue"", ""Bossa Nova Acoustic Andean"", ""Afrobeat Guitar Moonrise"", ""Motown Soul Sweet"", ""Memphis Soul Soulful""]","[0.7105275157322894, 0.6884858421181693, 0.683924790262308, 0.6805183604260661, 0.6796103715462746]","[0.30134600328622435, 0.19391611038789383, 0.17700971317168732, 0.16535191337376112, 0.16237625978043346]",epr_rcpp_softmax_topk_observed_kb_range
